Continent,Code,Significance_decline,Long,Lat,Bio1_MeanAnnTemp,Bio2_MeanDiurRange,Bio3_Isotherm,Bio4_TempSeasonality,Bio5_MaxTempWarmestM,Bio6_MinTempColdestM,Bio7_TempAnnRange,Bio8_MeanTempWettestQ,Bio9_MeanTempDriestQ,Bio10_MeanTempWarmestQ,Bio11_MeanTempColdestQ,Bio12_AnnPrecip,Bio13_PrecWettestM,Bio14_PrecDriestM,Bio15_PrecSeasonal,Bio16_PrecWettestQ,Bio17_PrecDriestQ,Bio18_PrecWarmestQ,Bio19_PrecColdestQ,Human_density_2000,Aquaculture_index,MEAN_Anomalies_1975_2005,BO2_tempmax_ss,BO2_templtmax_ss,Mean_3Mnth_SST
EUROPE,UGI,Significant,-1.83396,57.523687,8.30899999,6.495999943,37.84665631,398.3200284,16.89999962,-0.263999999,17.16399962,8.932666779,5.276666629,13.36466662,3.743999956,737,77,49,15.65983658,221,154,174,186,106.9,0.001693637,139.1290323,13.96269321,13.46507168,10.36333338
EUROPE,VeJa,NoChange,29.33,70.11,-0.026190427,6.345238103,22.66156465,790.5502405,14.60000038,-13.39999962,28,9.933333317,-1.40238105,9.933333317,-9.338095029,478,57,26,27.24734725,162,81,162,101,26.65,0.000865038,136.3870968,12.0278368,10.51378441,4.24333334
EUROPE,Vigd,NoChange,10.18,63.31,5.630277857,6.13277776,28.92819529,568.4750185,16.40666771,-4.79333353,21.20000124,9.543333491,4.641111036,12.98555597,-0.827777823,929,103,51,22.36355953,288,167,241,240,102.8095238,0.004097628,140.2258065,14.60276985,13.58308887,10.33333333
EUROPE,VIN,NoChange,20.32,63.75,3.425347259,7.490972161,24.26225876,855.1286658,18.40833282,-12.46666622,30.87499905,4.015277863,-3.337499936,14.4222223,-6.63055559,615,72,33,27.95146051,205,104,174,129,104.6666667,0.000449955,141.2580645,17.49565125,15.91503239,9.689999978
EUROPE,Vorm,NoChange,6.33,59.27,5.885416674,5.876388853,29.9137434,525.5932524,15.41666698,-4.227777958,19.64444494,3.336111099,8.077777783,12.53425932,-0.134259303,2414,313,96,37.23296081,876,318,444,773,22.48,0.00331158,136.1290323,16.92372894,16.31653595,12.75999959
EUROPE,WEAR,NoChange,-1.675053,54.668294,8.694333283,7.330666607,38.4933148,432.2358218,17.98399925,-1.060000062,19.04399931,4.60800008,5.33799997,14.24666627,3.808666706,639,62,40,12.17972834,178,140,161,159,143.84,0.001148903,140,15.5878706,14.6923008,11.29333337
EUROPE,YAP,Significant,36.85,66.27,0.402500002,5.804999851,19.7785348,844.9158997,15.22999954,-14.11999989,29.34999943,10.54499992,-6.730000019,11.29166667,-9.321666559,434,58,19,35.48813617,157,64,153,70,1,0.000486016,140.4193548,14.34107304,13.31802654,3.969999979
EUROPE,YTH,Significant,-2.16505,57.39552,8.271333362,7.135999948,39.35583464,414.1980067,17.36800003,-0.763999999,18.13200003,8.82066675,5.166666657,13.56599998,3.516666691,736,75,49,13.95786184,216,156,178,183,113.4761905,0.001603029,139.1290323,13.81304741,13.33653736,10.23333295
NorthAM,AF,Significant,-70.07,58.77,-5.080448791,5.383974344,13.04111538,1281.022445,14.80000019,-26.48461533,41.28461552,9.806410273,-20.5730772,10.10256418,-21.30128193,448,64,21,34.43502216,167,73,156,75,1.791666667,0.0000197,128.8709677,4.604101658,3.31299901,-0.273333326
NorthAM,ANW,Significant,-61.96,45.62,6.02783343,9.496999993,27.39413925,921.4369108,22.34799957,-12.31999969,34.66799927,3.509333393,13.80733355,17.10933336,-5.191999902,1356,147,89,16.97647093,428,289,302,325,57.72222222,0.0000765,135.2580645,20.79656792,19.50922394,10.8799998
NorthAM,BDN,NoChange,-55.44,47.73,4.64565978,8.884375026,28.29794244,815.5767515,19.66250038,-11.73333359,31.39583397,-2.190277716,14.3923614,14.65625,-5.161111067,1707,166,108,14.45158001,489,359,393,456,5.285714286,0.001065668,130.7741935,17.93782043,16.43378448,8.406666756
NorthAM,BSB,Significant,-53.28,46.79,5.447000037,8.208666464,29.93241879,695.1058833,18.42399979,-9,27.42399979,-0.081999958,10.7013332,14.10666672,-2.997333248,1520,148,111,10.71566565,434,337,348,397,5.9375,0.00010152,128.1290323,16.63808632,14.91226578,6.173333486
NorthAM,BSR,Significant,-65.41,45.42,5.063715232,9.714236284,28.1436101,914.4540301,20.98333359,-13.53333378,34.51666737,-3.488888929,15.93680541,15.93680541,-6.420833339,1265,130,83,14.11806178,381,271,271,348,26.53333333,0.000155772,135.8064516,15.46999359,14.37124348,7.906666597
NorthAM,CB,Significant,-60.4157,53.62011,-0.881999932,8.162666783,20.556731,1137.085357,17.25200081,-22.45599937,39.70800018,12.4853336,-9.808000048,12.4853336,-15.46799994,929,109,56,20.80888393,298,185,298,198,4.52,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,CC,Significant,-66.83,49.08,2.683854255,8.442708159,22.70308193,1041.099866,19.83749962,-17.34999847,37.18749809,14.51666681,-5.406249871,15.16666667,-10.47499967,997,100,57,17.22303525,295,189,282,229,17,0.0000451,135.0645161,15.96866322,14.27633667,8.653333426
NorthAM,CHA,Significant,-62.53,49.13,2.421874995,8.519583493,24.48156096,964.7418187,18.72500038,-16.07500076,34.80000114,-0.694999854,-5.384166618,13.79499984,-9.774166822,995,102,63,13.76125854,288,201,256,236,1,0.0000645,134.483871,17.60639763,16.29578209,7.919999917
NorthAM,CL,Significant,-60.4157,53.25389,-0.25449998,9.157666672,21.6227494,1188.149072,19.15999985,-23.19199944,42.35199928,13.07133341,-9.232666572,13.86133337,-15.57799991,943,112,55,22.96705337,308,178,306,192,17.04,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,CMP,Significant,-54.92,49.28,4.034963802,8.883695831,26.6395044,876.943187,19.91304398,-13.43478298,33.34782696,11.34130438,6.619565248,14.7123189,-6.539855103,1126,107,83,8.797565555,311,252,289,285,16.76470588,0.0000363,129.9354839,16.42639542,14.79018402,6.50666666
NorthAM,CNR,NoChange,-55.7,47.91,4.372333312,8.914666463,27.92815385,832.1273111,19.58399963,-12.33599949,31.91999912,-2.667333248,6.652666628,14.57733313,-5.700666529,1704,169,112,14.24739856,498,363,394,482,9.655172414,0.001082931,130.7741935,17.9399929,16.39624405,8.583333413
NorthAM,CR,NoChange,-60.826111,53.865,-1.172833331,7.748333458,19.58232234,1140.573714,17.3920002,-22.1760006,39.56800079,12.12933342,-2.808666645,12.12933342,-16.03400008,907,108,55,21.07295254,290,180,290,197,1,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,CRO,Significant,-62.26,46.48,5.565833372,8.135000403,23.67578589,933.5274643,21.6400013,-12.72000027,34.36000156,3.464999964,-3.055000087,16.9216671,-5.920000156,1206,124,81,14.95048254,365,264,285,284,59.88888889,0.0000754,134.7096774,20.88236237,19.49933624,10.91999992
NorthAM,CS,Significant,-65.9,48.2,3.502678466,9.444642887,23.91048832,1070.817971,21.81428528,-17.68571472,39.5,16.37380934,-4.591666768,16.37380934,-10.12261939,1003,101,57,15.64769339,291,196,291,217,34.5,0.0000574,134.8387097,18.89598465,17.54500961,10.8799998
NorthAM,DG,Significant,-70.48,47.43,3.417647086,9.195098167,23.04196097,1111.396979,21.70588303,-18.20000076,39.90588379,14.0196079,-10.79999995,16.64411767,-10.79999995,1013,103,64,13.81137171,296,206,286,206,53.47058824,0.0000377,136.1935484,12.79999352,11.70499325,6.983333349
NorthAM,EA,NoChange,-57.4667,53.53333,-0.073333338,7.063333284,20.4260645,992.9446743,15.8760004,-18.70400047,34.58000088,11.34066661,-2.154666632,11.54533339,-12.71933333,986,98,62,14.59940502,289,203,288,237,1,0.0000357,127.8387097,11.2455759,10.04234028,4.546666702
NorthAM,ESK,Significant,-60.6,45.94,5.489583297,8.747916666,26.82381484,851.7708553,21.25,-11.36250019,32.61250019,-1.256249969,15.72916667,16.0333333,-4.775000041,1527,169,98,18.42210743,479,308,323,398,66.66666667,0.0000949,135.2580645,20.47410202,19.04138947,9.730000019
NorthAM,ET,Significant,-59.97,50.27,1.675961498,7.76089759,22.87274302,941.7807149,17.00769234,-16.92307663,33.93076897,5.16923062,-5.984615445,12.71025634,-10.32435902,1145,120,65,20.63675789,354,211,323,257,1,0.0000639,130.9354839,15.70999336,14.7087431,6.646666646
NorthAM,FOR,NoChange,-56.9448,51.48467,1.154166748,8.736666699,25.20677074,926.2797021,16.82999992,-17.82999992,34.65999985,11.90500009,-1.178333282,12.29666686,-10.48666652,1036,104,54,17.20908135,304,199,300,268,9.5,0.0000497,129.1935484,15.83999348,14.01999378,5.353333195
NorthAM,GAK,Significant,-64.27,45.1,6.686284764,9.59618061,27.69127465,917.9244561,22.95000076,-11.70416641,34.65416718,-1.483333286,17.78333346,17.78333346,-4.672222159,1149,117,74,15.11452218,338,226,226,314,74.31578947,0.000134397,135.8064516,16.02314186,14.96577454,7.863333543
NorthAM,GAR,Significant,-55.35,47.23,5.288425855,7.027777706,25.66964234,721.6762637,18.96666718,-8.411110878,27.37777805,8.095370283,13.74074062,14.44259246,-3.422222238,1454,147,94,15.18525603,433,296,340,371,35.4,0.000489499,130.7741935,17.8892765,16.3285656,7.963333209
NorthAM,GE,NoChange,-66.17,58.77,-5.410937334,8.044791589,20.39883763,1166.962836,12.22500038,-27.21249962,39.4375,7.875000159,-15.63958303,7.977083385,-20.12291622,520,70,27,36.88044652,202,86,181,88,5.416666667,0.00002,127.1290323,4.060770035,2.91407609,-0.316666683
NorthAM,GRR,NoChange,-57.01,47.68,3.980500015,8.548333372,27.53973299,829.0885918,18.25600052,-12.7840004,31.04000092,-2.963333219,11.13733345,13.77733342,-6.154000004,1567,157,111,11.41783717,455,347,364,395,1,0.000255054,130.7741935,18.21828842,16.48245049,7.416666587
NorthAM,HU,Significant,-60.6697,55.56836,-2.260416719,8.429166431,21.74427077,1110.0153,15.40999985,-23.35499954,38.76499939,10.68083326,1.714166552,10.68083326,-16.29500008,846,91,51,14.52857351,234,176,234,227,1,0.0000283,128.4193548,9.253299713,7.964434624,2.556666647
NorthAM,JT,NoChange,-66.02,47.92,3.823333229,9.813333442,24.76863512,1074.348718,22.10000038,-17.52000046,39.62000084,16.73999993,-4.423333546,16.73999993,-9.80000027,1008,101,59,13.57235686,286,206,286,225,39.52941176,0.0000609,135.6774194,18.18760872,16.73598099,9.313333114
NorthAM,JU,Significant,-63.58,49.47,2.043499924,8.485666856,23.64749379,991.7448006,18.76799965,-17.11600113,35.88400078,-1.376666824,-5.696666698,13.88000003,-10.54400039,900,92,58,14.3151386,255,181,247,216,1,0.0000568,134.483871,17.52630997,15.56484222,8.113333066
NorthAM,KE,NoChange,-59.9128,53.482,-0.712500066,7.194230928,18.93601987,1104.24262,17,-20.99230766,37.99230766,11.87435897,-14.99743605,12.05769229,-14.99743605,983,107,61,16.61966939,300,202,294,202,6.692307692,0.0000332,129.483871,10.9243412,9.36464119,2.709999956
NorthAM,KO,NoChange,-68.17,58.53,-3.099074086,3.331481516,12.79698431,792.1456405,8.211111069,-17.82222176,26.03333282,5.655555566,-9.87037015,5.655555566,-13.67407401,482,67,22,36.22067894,181,72,181,82,4.5625,0.0000195,128.8709677,4.096246243,2.999776602,-0.160000006
NorthAM,LAH,Significant,-64.5,44.37,6.939000031,9.605333288,28.71721351,876.5331127,22.98399925,-10.46399975,33.447999,-0.831333258,17.60066668,17.60066668,-3.826666594,1492,164,92,17.86474003,452,289,289,408,66.31818182,0.000115777,135.8064516,18.39972878,17.20759201,9.470000108
NorthAM,LHR,Significant,-54.94,47.82,4.804513911,9.202083468,28.21643055,847.1953566,19.9375,-12.67500019,32.61250019,7.422222217,14.92916671,14.95833317,-5.497916659,1600,159,107,13.53169374,463,334,369,430,4.16,0.000675053,130.7741935,17.88679123,16.38075447,8.186666568
NorthAM,LL,Significant,-56.8168,51.52628,0.958653887,8.704487304,25.04056909,927.4540773,16.61538506,-18.1461544,34.76153946,11.77692318,-1.376922965,12.10384615,-10.67820509,1047,106,54,17.54212655,311,201,304,266,5,0.000049,129.1935484,15.233325,13.40463829,3.169999957
NorthAM,LPR,Significant,-58.32,47.8,4.082638915,8.153472137,26.68530432,827.0944568,18.68333244,-11.8708334,30.55416584,-2.76874997,1.293055654,14.04513884,-5.831250012,1646,162,118,11.70632616,479,363,385,402,1,0.000146784,133.0967742,18.12999344,16.65999413,7.50666674
NorthAM,LSR,NoChange,-53.45,47.17,5.087847197,8.213889113,28.47101908,733.767365,19.05416679,-9.795833588,28.85000038,3.230555511,6.562500079,14.26805544,-3.709722242,1546,149,108,11.93141617,437,337,364,408,12.63636364,0.000116512,128.1290323,16.94057465,15.19585419,6.939999898
NorthAM,MAP,NoChange,-66.95,47.97,3.076499904,9.495666792,23.35612643,1114.951587,21.13599968,-19.52000046,40.65600014,16.3439997,-5.39866672,16.3439997,-11.23466682,1075,116,65,17.03398259,316,203,316,241,15.96,0.0000558,135.6774194,19.007761,17.72537422,10.78333282
NorthAM,MB,Significant,-57.872222,54.237778,-0.291666726,7.216666628,21.03984428,982.313677,15.30000019,-19,34.30000019,11.0999999,-2.616666635,11.13333337,-12.70000021,900,97,58,17.27464899,282,194,263,205,1,0.0000332,131.9354839,10.9243412,9.36464119,2.709999956
NorthAM,MEC,Significant,-59.08,50.77,1.710964881,8.074561353,24.17152391,924.530581,17.1421051,-16.2631588,33.4052639,4.907017608,-6.106140494,12.73421057,-9.789473812,1234,126,64,19.0894095,368,225,346,275,1,0.0000588,130.9354839,15.69366646,14.55235291,6.049999793
NorthAM,MED,Significant,-64.63,44.13,7.084500037,9.590999956,29.51803455,842.0060881,22.73200035,-9.760000229,32.49200058,-0.354000022,17.10466687,17.29933325,-3.229999979,1432,166,86,19.70178732,450,274,281,406,50.94117647,0.000128986,135.8064516,18.3268528,17.14285088,9.093333562
NorthAM,MGR,NoChange,-61.1,46.43,5.436979247,7.144791837,22.48115358,873.255719,21.11250114,-10.66874981,31.78125095,-1.2197917,12.2072916,16.36979198,-5.108333409,1353,154,79,23.00154188,444,252,313,346,28.9375,0.0000833,133.9032258,20.90979958,19.53202629,10.43999974
NorthAM,MIR,Significant,-65.67,46.87,4.588499735,10.96566635,26.82666235,1070.219721,23.3599987,-17.51600075,40.87599945,14.68199956,-3.418000221,17.47666629,-9.05000027,1109,104,72,9.889920829,298,241,287,262,43,0.0000587,135.3548387,19.94699478,18.57533073,11.46999995
NorthAM,ML,Significant,-70.13,47.65,3.347549009,9.40000039,23.43452204,1114.746741,21.54117584,-18.57058907,40.11176491,13.99803921,-10.97843146,16.56176472,-10.97843146,831,93,45,25.65959467,271,147,266,147,56.6,0.0000389,136.1935484,12.99347401,11.89834785,6.813333432
NorthAM,MOI,NoChange,-66.07,50.2,1.473958318,8.843749911,23.36525712,1045.458721,18.375,-19.47500038,37.85000038,9.712499936,-11.17500011,13.80416663,-11.98333335,1073,105,61,13.03055258,299,220,282,237,7.111111111,0.0000462,134.3548387,16.8380394,14.80859375,7.879999876
NorthAM,MT,NoChange,-67.53,48.85,3.144318307,8.858333357,23.12331876,1067.218988,20.55454636,-17.75454521,38.30909157,13.30151546,-4.959090773,15.99242465,-10.35151505,992,100,62,14.21834355,273,194,265,237,49.05882353,0.0000426,135.0645161,15.84426785,13.84534931,8.986666679
NorthAM,MU,NoChange,-60.085833,53.868056,-1.157666693,9.169999977,22.34405506,1146.237831,17.66799927,-23.37199974,41.03999901,11.75733336,-3.129333377,12.42,-15.86866681,944,110,57,20.17855113,300,190,299,207,1,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,MUQ,Significant,-61.07,50.2,1.636979183,8.026041488,23.30610958,957.7008143,17.47500038,-16.96249962,34.4375,4.981249928,-10.04583309,12.69166644,-10.62291654,1093,117,65,18.43223653,334,217,302,239,1,0.0000617,131.483871,16.22043991,15.28097439,7.583333413
NorthAM,NAP,Significant,-58.05,51.3,1.249739667,8.390103976,23.75538173,966.4427347,17.01250076,-18.30624962,35.31875038,12.60208337,-6.451041619,12.60208337,-11.07708311,1135,113,59,16.59279415,327,222,327,274,1,0.0000524,130.9354839,16.08972359,14.74593639,5.413333257
NorthAM,NAR,NoChange,-67.92,44.6,6.7325001,10.72900021,28.35659182,969.1812273,24.52000046,-13.31599998,37.83600044,-2.681333303,18.47933372,18.47933372,-5.601333295,1287,140,77,16.76813749,388,256,256,343,41.70588235,0.000265622,138.0322581,15.71426678,14.15134335,7.183333238
NorthAM,NAT,Significant,-61.8,50.17,1.589254434,8.16798231,22.74537188,1008.786031,18.41578865,-17.49473572,35.91052437,4.764912287,-6.350877047,13.35350871,-11.37105242,1118,111,68,11.93608163,315,242,279,260,1,0.0000604,131.483871,16.06999397,15.3337431,8.400000016
NorthAM,NBT,NoChange,-53.35,46.77,5.393576371,7.829513902,28.94459833,687.4555811,18.46666718,-8.583333015,27.05000019,0.024999936,10.48055542,14.04861116,-2.898611138,1526,148,111,10.42998069,435,343,353,398,11.41176471,0.000105113,128.1290323,16.68619919,14.94483852,6.263333241
NorthAM,NPR,Significant,-53.9,47.26,5.076449254,7.331884079,26.33661225,714.7786329,19.08260918,-8.756522179,27.83913136,7.861593987,6.192753712,14.17971007,-3.507246405,1381,142,93,12.4210685,394,298,333,360,12.36842105,0.000119684,128.1290323,17.13034439,15.51531982,7.679999987
NorthAM,NRH,Significant,-63.31,45.38,5.976736113,10.27986094,28.71135363,928.4362117,22.82916641,-12.97500038,35.80416679,2.659722209,17.20208327,17.20208327,-5.559722205,1183,117,87,11.3000292,344,268,268,311,69.66666667,0.000133858,135.5806452,16.02314186,14.96577454,7.863333543
NorthAM,NRV,NoChange,-60.62,46.3,5.29548615,8.171527777,25.36756735,861.0115898,20.64583397,-11.5666666,32.21250057,-1.492361136,12.45277774,15.98611116,-5.00555562,1618,174,98,20.81764893,510,302,345,435,30.33333333,0.000091,133.9032258,20.59356499,19.15676498,9.066666683
NorthAM,NSH,Significant,-66.62,45.96,5.536499972,10.78566646,26.88619541,1058.569488,23.80400085,-16.31200027,40.11600113,-4.884666701,-2.03399992,18.15799999,-8.096666594,1136,109,79,8.884551591,319,261,271,294,56.96,0.000254534,138.0322581,15.36917305,14.11501122,8.219999949
NorthAM,PA,NoChange,-57.2495,53.42408,-0.053166564,7.192999981,20.92448248,982.7735498,15.71199989,-18.66399956,34.37599945,11.48133341,-2.258666644,11.48133341,-12.52533301,995,97,62,13.40003672,286,206,286,244,1,0.000036,127.8387097,11.39500237,10.1671772,4.453333378
NorthAM,PR,Significant,-60.705,53.337778,-0.898833408,8.009000071,20.15755562,1139.520389,17.55999947,-22.17200089,39.73200035,12.39400005,-9.282666643,12.39400005,-15.782667,928,113,55,22.9873184,305,177,305,194,6.28,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,RKR,Significant,-53.57,47.22,5.341319411,8.360416395,29.32193505,724.0586735,18.87083244,-9.641666412,28.51249886,-0.404166684,6.888888816,14.33749994,-3.475694338,1475,143,101,12.37078355,418,314,354,390,17,0.000117758,128.1290323,16.98958397,15.24331474,7.28000013
NorthAM,RW,NoChange,-60.996,53.927,-1.686499977,7.724333542,19.71096565,1139.133275,16.75200081,-22.43600082,39.18800163,11.61733365,-3.404666578,11.61733365,-16.49400028,912,109,56,20.68307153,290,181,290,200,1,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,SA,NoChange,-66.5,49.12,2.42266651,8.676666578,22.91534572,1049.841563,19.87599945,-17.98800087,37.86400032,14.23666636,-5.614666661,15.03733293,-10.86866681,992,98,58,16.85935682,289,188,281,232,38.8,0.0000464,135.0645161,16.08943939,14.41094398,8.823333343
NorthAM,SGR,NoChange,-56.8,51.14,1.973611088,7.400000032,22.95760142,884.814291,17.03333282,-15.19999981,32.23333263,9.811111132,-0.816666715,12.81944458,-8.955555677,1145,110,69,14.43559794,322,230,320,272,1,0.0000512,129.1935484,16.52999306,14.72249317,6.5066667
NorthAM,SH,NoChange,-56.35,53.56667,0.220000083,7.294666578,21.63305611,950.2617668,15.58400059,-18.13599968,33.72000027,11.34400018,-2.163999935,11.35600019,-11.7706666,962,91,63,11.04257056,269,206,258,240,1,0.0000372,127.8387097,11.72095299,10.26366806,4.200000048
NorthAM,SJG,Significant,-64.43,48.77,3.153298634,9.219791606,24.55064882,1016.600336,20.52916718,-17.02499962,37.55416679,-0.48333327,-8.968055536,15.37291662,-9.666666627,1116,110,65,14.14242662,319,242,298,261,49.80952381,0.0000585,134.8387097,17.24098015,15.73551178,8.686666568
NorthAM,SJN,Significant,-64.33,50.28,1.719791666,8.439583451,24.0101937,971.8290466,18.20000076,-16.95000076,35.15000153,9.681249917,-10.00833338,13.28541676,-10.47916659,1021,111,51,21.48557012,315,180,289,203,1,0.000051,134,16.13856506,14.37102985,6.300000032
NorthAM,SK,Significant,-60.142083,53.79,-1.077499905,7.462999918,19.77896705,1095.830473,16.39599991,-21.33600044,37.73200035,11.65466682,-2.897333299,11.65466682,-15.30799977,918,108,53,21.88021327,296,178,296,202,4.7,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,SM,NoChange,-69.93,48.25,2.965666667,8.798666547,22.9418719,1076.292924,20.42000008,-17.93199921,38.35199928,15.95066643,-9.663999895,15.95066643,-10.67599988,996,104,59,18.08298742,297,190,297,204,13.33333333,0.000038,135.8064516,12.95654106,11.80461025,7.180000146
NorthAM,SMA,NoChange,-61.95,45.08,5.95787039,8.862962815,27.54373845,818.7169982,21.42222214,-10.75555515,32.17777729,4.417592645,15.29814816,16.05000003,-4.166666562,1560,165,103,14.43975773,468,336,349,386,3.714285714,0.0000864,135.2580645,19.73626709,18.21249008,8.170000156
NorthAM,SR,Significant,-61.0425,53.737917,-1.426833335,7.677666612,19.65809776,1129.030739,16.95199966,-22.10400009,39.05599976,11.86266661,-9.780000031,11.86266661,-16.04800002,921,111,54,22.19009583,297,179,297,199,1,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,STP,NoChange,-57.7,51.47,1.128186365,8.330882092,23.86669995,954.2592511,16.63529396,-18.27058792,34.90588188,12.33529417,-0.974509656,12.33529417,-11.05686251,1082,107,55,16.72590221,313,212,313,275,1,0.0000515,129.1935484,16.26915169,14.85551357,5.803333441
NorthAM,STW,Significant,-63.38,45.14,6.337000133,9.877999994,28.54253366,907.2522774,22.71199989,-11.89599991,34.6079998,-1.681999971,17.30800041,17.30800041,-4.860666618,1280,130,92,11.73726932,375,283,283,341,69.375,0.000131772,135.5806452,16.22378159,15.19636631,8.056666533
NorthAM,SU,Significant,-62.23,49.42,2.229166652,7.958333323,22.60890222,991.8473494,18.79999924,-16.39999962,35.19999886,-0.950000028,-5.716666659,13.89999994,-10.38333329,1010,104,63,14.17721935,294,203,257,240,1,0.0000646,134.483871,16.82975388,15.82771206,7.853333473
NorthAM,SW,Significant,-57.23,53.42,-0.053166564,7.192999981,20.92448248,982.7735498,15.71199989,-18.66399956,34.37599945,11.48133341,-2.258666644,11.48133341,-12.52533301,995,97,62,13.40003672,286,206,286,244,1,0.000036,127.8387097,11.39080143,10.12646675,4.513333281
NorthAM,TR,NoChange,-60.2778,53.27753,-0.355499892,8.820333365,21.24357724,1170.624115,18.75600052,-22.76399994,41.52000046,12.92333357,-9.240666548,13.4740003,-15.46599992,944,111,56,22.19976163,306,181,303,195,13.80952381,0.0000332,130.0967742,10.9243412,9.36464119,2.709999956
NorthAM,TRI,NoChange,-67.3,49.42,2.123611033,8.209028065,21.45917318,1076.563288,19.29583359,-18.95833397,38.25416756,4.81597213,-5.914583484,14.8819445,-11.77638904,1023,113,58,18.55813423,295,193,280,227,1,0.0000439,135.0645161,16.25893593,14.32573128,8.350000143
NorthAM,VF,Significant,-58.02,51.32,1.324305497,8.315278028,23.98061357,950.7960755,16.85833359,-17.81666756,34.67500114,12.54861108,-6.351388991,12.54861108,-10.73194472,1135,112,60,16.03159315,326,223,326,276,1,0.0000523,130.9354839,16.11816216,14.76459694,5.453333418
NorthAM,WAB,Significant,-56.76,51.19,1.971022733,7.616287813,23.67646375,871.1304171,16.89999962,-15.2681818,32.16818142,12.16212114,-0.87499993,12.70757572,-8.75303038,1116,106,66,14.67790737,315,224,313,265,1,0.0000507,129.1935484,16.16311073,14.39119339,6.359999895
